""

""

""

""

""

""

""

""

""

""

""

""

""

""

""

""
""

""

""
13967804.215000,150625.635000,185845.830000,0.000000,12708309.630000
""

""
""

""

""

""

""

""

""

""

""

""
48139938.851000,1.500000,0.005000,0.005000,45395226.141000
""

""

""

""

""

""
""

""

""

""

""

""

""

""

""

""

""

""
7378667.860000,1.500000,0.005000,0.005000,4633955.150000
""
""

""

""

""

""
13350252.527000,1.500000,0.005000,0.005000,10605539.817000
""

